CHR	POS1	POS2	N_CHR	R^2	D	Dprime
LG12	4152	11243	72	0.0257611	-0.0190972	-1	
LG12	4152	11548	72	0.00429561	0.00540123	0.114754	
LG12	4152	11816	72	0.0134128	-0.0208333	-0.272727	
LG12	4152	11863	72	0.00916384	0.0163966	0.16441	
LG12	4152	12095	72	0.00128567	0.00327932	0.0557377	
LG12	4152	12142	72	0.0503726	0.0300926	0.236364	
LG12	4152	12278	72	0.00181033	0.00713735	0.146245	
LG12	4152	12279	72	0.00181033	0.00713735	0.146245	
LG12	4152	13631	72	0.00662616	0.0131173	0.118881	
LG12	4152	13646	72	0.00662616	0.0131173	0.118881	
LG12	4152	13977	72	0.0124193	0.0173611	0.151515	
LG12	4228	4262	72	0.16129	-0.0694444	-1	
LG12	4228	4263	72	0.16129	0.0694444	1	
LG12	4228	4293	72	0.00948767	-0.00771605	-1	
LG12	4228	4439	72	0.0260146	-0.0192901	-1	
LG12	4228	4503	72	0.0173697	-0.0135031	-1	
LG12	4228	5176	72	0.0260146	-0.0192901	-1	
LG12	4228	5413	72	0.0641366	0.0200617	0.419355	
LG12	4228	5455	72	0.0201613	0.0154321	1	
LG12	4228	5930	72	0.0146628	-0.0115741	-1	
LG12	4228	7384	72	0.158065	-0.0648148	-0.7	
LG12	4228	7385	72	0.0897896	-0.0513117	-0.64878	
LG12	4228	7658	72	0.0260146	-0.0192901	-1	
LG12	4228	7708	72	0.00503642	-0.00848765	-0.0709677	
LG12	4228	7719	72	0.0146628	-0.0115741	-1	
LG12	4228	8053	72	0.0120366	-0.00964506	-1	
LG12	4228	8114	72	0.124301	-0.0590278	-0.68	
LG12	4228	8244	72	0.0390323	-0.0339506	-0.55	
LG12	4228	8953	72	0.0201613	-0.0154321	-1	
LG12	4228	9082	72	0.0434921	-0.0343364	-0.712	
LG12	4228	9416	72	0.0120366	-0.00964506	-1	
LG12	4228	9585	72	0.0537634	-0.0347222	-1	
LG12	4228	9653	72	0.0498534	-0.0327932	-1	
LG12	4228	9770	72	0.189677	-0.0729167	-0.84	
LG12	4228	10017	72	0.0476643	-0.0362654	-0.723077	
LG12	4228	10266	72	0.022302	-0.0227623	-0.621053	
LG12	4228	10336	72	0.0389321	-0.0270062	-1	
LG12	4228	10470	72	0.0897896	-0.0513117	-0.64878	
LG12	4228	10818	72	0.342343	0.0821759	0.747368	
LG12	4228	10858	72	0.0120366	-0.00964506	-1	
LG12	4228	11113	72	0.0173697	-0.0135031	-1	
LG12	4228	11238	72	0.0230415	-0.0173611	-1	
LG12	4228	11243	72	0.0230415	-0.0173611	-1	
LG12	4228	11548	72	0.00948767	-0.00771605	-1	
LG12	4228	11816	72	0.00645161	0.0138889	0.2	
LG12	4228	11863	72	0.00158682	-0.00655864	-0.136	
LG12	4228	12095	72	0.0120366	-0.00964506	-1	
LG12	4228	12142	72	0.00516129	-0.00925926	-0.4	
LG12	4228	12278	72	0.000280505	0.00270062	0.0608696	
LG12	4228	12279	72	0.000280505	0.00270062	0.0608696	
LG12	4228	13631	72	0.00486352	-0.0108025	-0.28	
LG12	4228	13646	72	0.00486352	-0.0108025	-0.28	
LG12	4228	13977	72	0.0193548	-0.0208333	-0.6	
LG12	4228	14166	72	0.000201613	-0.00154321	-0.1	
LG12	4228	14228	72	0.00058651	0.00231481	0.0322581	
LG12	4262	4263	72	0.790123	-0.222222	-0.888889	
LG12	4262	4293	72	0.0588235	0.0277778	1	
LG12	4262	4439	72	0.0258065	-0.0277778	-0.4	
LG12	4262	4503	72	0.0021978	-0.00694444	-0.142857	
LG12	4262	5176	72	0.0258065	0.0277778	0.4	
LG12	4262	5413	72	0	0	0	
LG12	4262	5455	72	0.0078125	-0.0138889	-0.25	
LG12	4262	5930	72	0.010101	0.0138889	0.333333	
LG12	4262	7384	72	0.0138889	0.0277778	0.166667	
LG12	4262	7385	72	0.0196696	0.0347222	0.16129	
LG12	4262	7658	72	0.0258065	-0.0277778	-0.4	
LG12	4262	7708	72	0.00645161	0.0138889	0.2	
LG12	4262	7719	72	0.040404	0.0277778	0.666667	
LG12	4262	8053	72	0.0746269	-0.0347222	-1	
LG12	4262	8114	72	0.0205761	0.0347222	0.185185	
LG12	4262	8244	72	0.078125	0.0694444	0.3125	
LG12	4262	8953	72	0.0078125	0.0138889	0.25	
LG12	4262	9082	72	0.102979	0.0763889	0.44	
LG12	4262	9416	72	0.0268657	0.0208333	0.6	
LG12	4262	9585	72	0.00411523	-0.0138889	-0.111111	
LG12	4262	9653	72	0.00962567	-0.0208333	-0.176471	
LG12	4262	9770	72	0.0403292	0.0486111	0.259259	
LG12	4262	10017	72	0.083612	0.0694444	0.384615	
LG12	4262	10266	72	0.0248262	0.0347222	0.263158	
LG12	4262	10336	72	0.0197044	-0.0277778	-0.285714	
LG12	4262	10470	72	0.000786782	0.00694444	0.0322581	
LG12	4262	10818	72	0.0292398	-0.0347222	-0.333333	
LG12	4262	10858	72	0.0268657	0.0208333	0.6	
LG12	4262	11113	72	0.0197802	0.0208333	0.428571	
LG12	4262	11238	72	0.0440917	-0.0347222	-0.555556	
LG12	4262	11243	72	0.0440917	-0.0347222	-0.555556	
LG12	4262	11548	72	0.0147059	0.0138889	0.5	
LG12	4262	11816	72	0.00308642	-0.0138889	-0.0555556	
LG12	4262	11863	72	0.00765957	-0.0208333	-0.12	
LG12	4262	12095	72	0.0268657	0.0208333	0.6	
LG12	4262	12142	72	0.00555556	0.0138889	0.166667	
LG12	4262	12278	72	0.000887311	-0.00694444	-0.0434783	
LG12	4262	12279	72	0.000887311	-0.00694444	-0.0434783	
LG12	4262	13631	72	0.0153846	-0.0277778	-0.2	
LG12	4262	13646	72	0.0153846	-0.0277778	-0.2	
LG12	4262	13977	72	0.0164609	-0.0277778	-0.222222	
LG12	4262	14166	72	0	0	0	
LG12	4262	14228	72	0	0	0	
LG12	4263	4293	72	0.0588235	-0.0277778	-1	
LG12	4263	4439	72	0.0580645	0.0416667	0.6	
LG12	4263	4503	72	0.0197802	0.0208333	0.428571	
LG12	4263	5176	72	0.0258065	-0.0277778	-0.4	
LG12	4263	5413	72	0	0	0	
LG12	4263	5455	72	0.0078125	0.0138889	0.25	
LG12	4263	5930	72	0	0	0	
LG12	4263	7384	72	0.0138889	-0.0277778	-0.166667	
LG12	4263	7385	72	0.00708104	-0.0208333	-0.0967742	
LG12	4263	7658	72	0.0580645	0.0416667	0.6	
LG12	4263	7708	72	0	0	0	
LG12	4263	7719	72	0.040404	-0.0277778	-0.666667	
LG12	4263	8053	72	0.0746269	0.0347222	1	
LG12	4263	8114	72	0.0205761	-0.0347222	-0.185185	
LG12	4263	8244	72	0.078125	-0.0694444	-0.3125	
LG12	4263	8953	72	0.0078125	-0.0138889	-0.25	
LG12	4263	9082	72	0.102979	-0.0763889	-0.44	
LG12	4263	9416	72	0.0268657	-0.0208333	-0.6	
LG12	4263	9585	72	0.00411523	0.0138889	0.111111	
LG12	4263	9653	72	0.00962567	0.0208333	0.176471	
LG12	4263	9770	72	0.0403292	-0.0486111	-0.259259	
LG12	4263	10017	72	0.083612	-0.0694444	-0.384615	
LG12	4263	10266	72	0.0248262	-0.0347222	-0.263158	
LG12	4263	10336	72	0.044335	0.0416667	0.428571	
LG12	4263	10470	72	0.000786782	-0.00694444	-0.0322581	
LG12	4263	10818	72	0.0292398	0.0347222	0.333333	
LG12	4263	10858	72	0.0268657	-0.0208333	-0.6	
LG12	4263	11113	72	0.0197802	-0.0208333	-0.428571	
LG12	4263	11238	72	0.0440917	0.0347222	0.555556	
LG12	4263	11243	72	0.0440917	0.0347222	0.555556	
LG12	4263	11548	72	0	0	0	
LG12	4263	11816	72	0	0	0	
LG12	4263	11863	72	0.00765957	0.0208333	0.12	
LG12	4263	12095	72	0.0268657	-0.0208333	-0.6	
LG12	4263	12142	72	0.00555556	-0.0138889	-0.166667	
LG12	4263	12278	72	0.000887311	0.00694444	0.0434783	
LG12	4263	12279	72	0.000887311	0.00694444	0.0434783	
LG12	4263	13631	72	0.0153846	0.0277778	0.2	
LG12	4263	13646	72	0.0153846	0.0277778	0.2	
LG12	4263	13977	72	0.0164609	0.0277778	0.222222	
LG12	4263	14166	72	0	0	0	
LG12	4263	14228	72	0	0	0	
LG12	4293	4439	72	0.00948767	-0.00771605	-1	
LG12	4293	4503	72	0.00633484	-0.00540123	-1	
LG12	4293	5176	72	0.364706	0.0478395	1	
LG12	4293	5413	72	0.00346021	-0.00308642	-1	
LG12	4293	5455	72	0.00735294	0.00617284	1	
LG12	4293	5930	72	0.00534759	-0.00462963	-1	
LG12	4293	7384	72	0.117647	-0.037037	-1	
LG12	4293	7385	72	0.0777989	-0.0316358	-1	
LG12	4293	7658	72	0.00948767	-0.00771605	-1	
LG12	4293	7708	72	0.00948767	0.00771605	1	
LG12	4293	7719	72	0.00534759	-0.00462963	-1	
LG12	4293	8053	72	0.00438982	-0.00385802	-1	
LG12	4293	8114	72	0.0980392	-0.0347222	-1	
LG12	4293	8244	72	0.0470588	-0.0246914	-1	
LG12	4293	8953	72	0.243107	0.0354938	0.71875	
LG12	4293	9082	72	0.0312891	-0.0192901	-1	
LG12	4293	9416	72	0.168745	0.0239198	0.462687	
LG12	4293	9585	72	0.0196078	-0.0138889	-1	
LG12	4293	9653	72	0.0181818	-0.0131173	-1	
LG12	4293	9770	72	0.0980392	-0.0347222	-1	
LG12	4293	10017	72	0.0332481	-0.0200617	-1	
LG12	4293	10266	72	0.0210877	-0.0146605	-1	
LG12	4293	10336	72	0.0141988	-0.0108025	-1	
LG12	4293	10470	72	0.0777989	-0.0316358	-1	
LG12	4293	10818	72	0.000619195	0.00231481	0.0526316	
LG12	4293	10858	72	0.168745	0.0239198	0.462687	
LG12	4293	11113	72	0.108727	0.0223765	0.446154	
LG12	4293	11238	72	0.00840336	-0.00694444	-1	
LG12	4293	11243	72	0.00840336	-0.00694444	-1	
LG12	4293	11548	72	0.00346021	-0.00308642	-1	
LG12	4293	11816	72	0.0147059	0.0138889	0.5	
LG12	4293	11863	72	0.0312891	-0.0192901	-1	
LG12	4293	12095	72	0.168745	0.0239198	0.462687	
LG12	4293	12142	72	0.0117647	-0.00925926	-1	
LG12	4293	12278	72	0.00882092	-0.0100309	-0.265306	
LG12	4293	12279	72	0.00882092	-0.0100309	-0.265306	
LG12	4293	13631	72	0.0226244	-0.0154321	-1	
LG12	4293	13646	72	0.0226244	-0.0154321	-1	
LG12	4293	13977	72	0.0196078	-0.0138889	-1	
LG12	4293	14166	72	0.00735294	-0.00617284	-1	
LG12	4293	14228	72	0.00534759	-0.00462963	-1	
LG12	4439	4503	72	0.667692	0.0837191	1	
LG12	4439	5176	72	0.0260146	-0.0192901	-1	
LG12	4439	5413	72	0.00948767	-0.00771605	-1	
LG12	4439	5455	72	0.000201613	0.00154321	0.1	
LG12	4439	5930	72	0.0991202	0.0300926	0.419355	
LG12	4439	7384	72	0.0395161	0.0324074	0.7	
LG12	4439	7385	72	0.0349687	0.0320216	0.535484	
LG12	4439	7658	72	0.0919459	0.0362654	0.303226	
LG12	4439	7708	72	0.00203954	0.00540123	0.28	
LG12	4439	7719	72	0.0146628	-0.0115741	-1	
LG12	4439	8053	72	0.0425421	0.0181327	0.303226	
LG12	4439	8114	72	0.00387097	0.0104167	0.2	
LG12	4439	8244	72	0.00129032	-0.00617284	-0.1	
LG12	4439	8953	72	0.000201613	-0.00154321	-0.1	
LG12	4439	9082	72	0.00158682	-0.00655864	-0.136	
LG12	4439	9416	72	0.0120366	-0.00964506	-1	
LG12	4439	9585	72	0.0193548	0.0208333	0.2	
LG12	4439	9653	72	0.0240193	0.0227623	0.214545	
LG12	4439	9770	72	0.00387097	0.0104167	0.2	
LG12	4439	10017	72	0.00261085	-0.00848765	-0.169231	
LG12	4439	10266	72	0.00108274	0.00501543	0.0490566	
LG12	4439	10336	72	0.0435087	0.0285494	0.255172	
LG12	4439	10470	72	0.0349687	0.0320216	0.535484	
LG12	4439	10818	72	0.0114771	-0.0150463	-0.52	
LG12	4439	10858	72	0.0120366	-0.00964506	-1	
LG12	4439	11113	72	1.41794e-05	0.000385802	0.00460829	
LG12	4439	11238	72	0.000921659	-0.00347222	-0.2	
LG12	4439	11243	72	0.000921659	-0.00347222	-0.2	
LG12	4439	11548	72	0.0641366	0.0200617	0.419355	
LG12	4439	11816	72	0.00645161	0.0138889	0.2	
LG12	4439	11863	72	0.00158682	-0.00655864	-0.136	
LG12	4439	12095	72	0.0120366	-0.00964506	-1	
LG12	4439	12142	72	0.00516129	-0.00925926	-0.4	
LG12	4439	12278	72	0.0357272	0.0304784	0.686957	
LG12	4439	12279	72	0.0357272	0.0304784	0.686957	
LG12	4439	13631	72	0.000397022	0.00308642	0.0307692	
LG12	4439	13646	72	0.000397022	0.00308642	0.0307692	
LG12	4439	13977	72	0.00215054	0.00694444	0.0666667	
LG12	4439	14166	72	0.0201613	-0.0154321	-1	
LG12	4439	14228	72	0.0146628	-0.0115741	-1	
LG12	4503	5176	72	0.0173697	-0.0135031	-1	
LG12	4503	5413	72	0.00633484	-0.00540123	-1	
LG12	4503	5455	72	0.0010989	-0.00308642	-0.0357143	
LG12	4503	5930	72	0.168032	0.0335648	0.446154	
LG12	4503	7384	72	0.0538462	0.0324074	1	
LG12	4503	7385	72	0.0363562	0.0279707	0.668203	
LG12	4503	7658	72	0.0194116	0.0142747	0.170507	
LG12	4503	7708	72	1.41794e-05	-0.000385802	-0.00460829	
LG12	4503	7719	72	0.00979021	-0.00810185	-1	
LG12	4503	8053	72	0.00803674	-0.00675154	-1	
LG12	4503	8114	72	0.003663	0.00868056	0.238095	
LG12	4503	8244	72	0.00703297	0.0123457	0.228571	
LG12	4503	8953	72	0.0134615	-0.0108025	-1	
LG12	4503	9082	72	0.00314426	0.00790895	0.12462	
LG12	4503	9416	72	0.00803674	-0.00675154	-1	
LG12	4503	9585	72	0.000732601	0.00347222	0.047619	
LG12	4503	9653	72	0.00146912	0.00482253	0.0649351	
LG12	4503	9770	72	0.003663	0.00868056	0.238095	
LG12	4503	10017	72	0.0021243	0.00655864	0.10559	
LG12	4503	10266	72	0.0150354	0.0160108	0.22372	
LG12	4503	10336	72	0.00572728	0.00887346	0.1133	
LG12	4503	10470	72	0.00921486	0.0140818	0.336406	
LG12	4503	10818	72	0.00279931	-0.00636574	-0.314286	
LG12	4503	10858	72	0.00803674	-0.00675154	-1	
LG12	4503	11113	72	0.00255525	0.00443673	0.0505495	
LG12	4503	11238	72	0.000313972	0.00173611	0.0204082	
LG12	4503	11243	72	0.000313972	0.00173611	0.0204082	
LG12	4503	11548	72	0.108727	0.0223765	0.446154	
LG12	4503	11816	72	0.0197802	0.0208333	0.428571	
LG12	4503	11863	72	0.0198438	-0.0198688	-0.588571	
LG12	4503	12095	72	0.00803674	-0.00675154	-1	
LG12	4503	12142	72	0.00043956	-0.00231481	-0.142857	
LG12	4503	12278	72	0.015447	0.0171682	0.552795	
LG12	4503	12279	72	0.015447	0.0171682	0.552795	
LG12	4503	13631	72	0.00977177	-0.0131173	-0.485714	
LG12	4503	13646	72	0.00977177	-0.0131173	-0.485714	
LG12	4503	13977	72	0.00659341	-0.0104167	-0.428571	
LG12	4503	14166	72	0.0134615	-0.0108025	-1	
LG12	4503	14228	72	0.00979021	-0.00810185	-1	
LG12	5176	5413	72	0.00948767	-0.00771605	-1	
LG12	5176	5455	72	0.000201613	0.00154321	0.1	
LG12	5176	5930	72	0.0146628	-0.0115741	-1	
LG12	5176	7384	72	0.233065	-0.0787037	-0.85	
LG12	5176	7385	72	0.144976	-0.0652006	-0.82439	
LG12	5176	7658	72	0.0260146	-0.0192901	-1	
LG12	5176	7708	72	0.0260146	0.0192901	1	
LG12	5176	7719	72	0.00058651	0.00231481	0.0322581	
LG12	5176	8053	72	0.0120366	-0.00964506	-1	
LG12	5176	8114	72	0.189677	-0.0729167	-0.84	
LG12	5176	8244	72	0.0775	-0.0478395	-0.775	
LG12	5176	8953	72	0.566331	0.0817901	0.854839	
LG12	5176	9082	72	0.0857927	-0.0482253	-1	
LG12	5176	9416	72	0.462687	0.0597994	1	
LG12	5176	9585	72	0.0537634	-0.0347222	-1	
LG12	5176	9653	72	0.0498534	-0.0327932	-1	
LG12	5176	9770	72	0.189677	-0.0729167	-0.84	
LG12	5176	10017	72	0.0476643	-0.0362654	-0.723077	
LG12	5176	10266	72	0.022302	-0.0227623	-0.621053	
LG12	5176	10336	72	0.0389321	-0.0270062	-1	
LG12	5176	10470	72	0.144976	-0.0652006	-0.82439	
LG12	5176	10818	72	0.0114771	-0.0150463	-0.52	
LG12	5176	10858	72	0.462687	0.0597994	1	
LG12	5176	11113	72	0.298121	0.0559414	0.668203	
LG12	5176	11238	72	0.000921659	-0.00347222	-0.2	
LG12	5176	11243	72	0.000921659	-0.00347222	-0.2	
LG12	5176	11548	72	0.00948767	-0.00771605	-1	
LG12	5176	11816	72	0.00645161	0.0138889	0.2	
LG12	5176	11863	72	0.0434921	-0.0343364	-0.712	
LG12	5176	12095	72	0.462687	0.0597994	1	
LG12	5176	12142	72	0.00516129	-0.00925926	-0.4	
LG12	5176	12278	72	0.107445	-0.0528549	-0.559184	
LG12	5176	12279	72	0.107445	-0.0528549	-0.559184	
LG12	5176	13631	72	0.0254094	-0.0246914	-0.64	
LG12	5176	13646	72	0.0254094	-0.0246914	-0.64	
LG12	5176	13977	72	0.0193548	-0.0208333	-0.6	
LG12	5176	14166	72	0.0129032	0.0123457	0.129032	
LG12	5176	14228	72	0.0146628	-0.0115741	-1	
LG12	5176	15045	72	0.0254094	-0.0246914	-0.64	
LG12	5413	5455	72	0.00735294	0.00617284	1	
LG12	5413	5930	72	0.00534759	-0.00462963	-1	
LG12	5413	7384	72	0.0294118	0.0185185	1	
LG12	5413	7385	72	0.0444763	0.0239198	1	
LG12	5413	7658	72	0.00948767	-0.00771605	-1	
LG12	5413	7708	72	0.00948767	0.00771605	1	
LG12	5413	7719	72	0.00534759	-0.00462963	-1	
LG12	5413	8053	72	0.00438982	-0.00385802	-1	
LG12	5413	8114	72	0.0352941	0.0208333	1	
LG12	5413	8244	72	0.0735294	0.0308642	1	
LG12	5413	8953	72	0.00735294	-0.00617284	-1	
LG12	5413	9082	72	0.00605757	0.00848765	0.234043	
LG12	5413	9416	72	0.00438982	-0.00385802	-1	
LG12	5413	9585	72	0.0196078	-0.0138889	-1	
LG12	5413	9653	72	0.0181818	-0.0131173	-1	
LG12	5413	9770	72	0.00392157	-0.00694444	-0.2	
LG12	5413	10017	72	0.00491836	0.00771605	0.217391	
LG12	5413	10266	72	0.0168818	0.0131173	0.320755	
LG12	5413	10336	72	0.0141988	-0.0108025	-1	
LG12	5413	10470	72	0.0444763	0.0239198	1	
LG12	5413	10818	72	0.0154799	-0.0115741	-1	
LG12	5413	10858	72	0.00438982	-0.00385802	-1	
LG12	5413	11113	72	0.00633484	-0.00540123	-1	
LG12	5413	11238	72	0.00840336	-0.00694444	-1	
LG12	5413	11243	72	0.00840336	-0.00694444	-1	
LG12	5413	11548	72	0.00346021	-0.00308642	-1	
LG12	5413	11816	72	0.0588235	-0.0277778	-1	
LG12	5413	11863	72	0.00605757	0.00848765	0.234043	
LG12	5413	12095	72	0.00438982	-0.00385802	-1	
LG12	5413	12142	72	0.0117647	-0.00925926	-1	
LG12	5413	12278	72	0.12532	-0.0378086	-1	
LG12	5413	12279	72	0.12532	-0.0378086	-1	
LG12	5413	13631	72	0.0144796	0.0123457	0.307692	
LG12	5413	13646	72	0.0144796	0.0123457	0.307692	
LG12	5413	13977	72	0.0196078	-0.0138889	-1	
LG12	5413	14166	72	0.0900735	0.0216049	0.4375	
LG12	5413	14228	72	0.00534759	-0.00462963	-1	
LG12	5413	15045	72	0.0144796	0.0123457	0.307692	
LG12	5455	5930	72	0.0113636	0.00925926	1	
LG12	5455	7384	72	0.0478516	0.0324074	0.4375	
LG12	5455	7385	72	0.0192762	0.0216049	0.341463	
LG12	5455	7658	72	0.0201613	0.0154321	1	
LG12	5455	7708	72	0.0201613	-0.0154321	-1	
LG12	5455	7719	72	0.0113636	0.00925926	1	
LG12	5455	8053	72	0.00932836	0.00771605	1	
LG12	5455	8114	72	0.075	0.0416667	0.6	
LG12	5455	8244	72	0.00244141	0.00771605	0.15625	
LG12	5455	8953	72	0.015625	0.0123457	1	
LG12	5455	9082	72	0.027234	0.0246914	0.64	
LG12	5455	9416	72	0.00932836	0.00771605	1	
LG12	5455	9585	72	0.0104167	-0.0138889	-0.166667	
LG12	5455	9653	72	0.00013369	-0.00154321	-0.0181818	
LG12	5455	9770	72	0.0333333	0.0277778	0.4	
LG12	5455	10017	72	0.0302048	0.0262346	0.653846	
LG12	5455	10266	72	0.0124131	0.0154321	0.526316	
LG12	5455	10336	72	0.00246305	-0.00617284	-0.0689655	
LG12	5455	10470	72	0.0192762	0.0216049	0.341463	
LG12	5455	10818	72	0.0328947	0.0231481	1	
LG12	5455	10858	72	0.00932836	0.00771605	1	
LG12	5455	11113	72	0.0134615	0.0108025	1	
LG12	5455	11238	72	0.160714	-0.0416667	-0.428571	
LG12	5455	11243	72	0.160714	-0.0416667	-0.428571	
LG12	5455	11548	72	0.00735294	0.00617284	1	
LG12	5455	11816	72	0.0078125	-0.0138889	-0.25	
LG12	5455	11863	72	0.0664894	0.0385802	1	
LG12	5455	12095	72	0.00932836	0.00771605	1	
LG12	5455	12142	72	0.025	0.0185185	1	
LG12	5455	12278	72	0.0536823	0.0339506	0.44898	
LG12	5455	12279	72	0.0536823	0.0339506	0.44898	
LG12	5455	13631	72	0.0480769	0.0308642	1	
LG12	5455	13646	72	0.0480769	0.0308642	1	
LG12	5455	13977	72	0.0416667	0.0277778	1	
LG12	5455	14166	72	0.0244141	-0.0154321	-0.15625	
LG12	5455	14228	72	0.0454545	-0.0185185	-0.25	
LG12	5455	15045	72	0.0480769	0.0308642	1	
LG12	5455	15432	72	0.0514706	0.0324074	1	
LG12	5930	7384	72	0.0454545	0.0277778	1	
LG12	5930	7385	72	0.0258208	0.0219907	0.612903	
LG12	5930	7658	72	0.21173	0.0439815	0.612903	
LG12	5930	7708	72	0.00058651	-0.00231481	-0.0322581	
LG12	5930	7719	72	0.00826446	-0.00694444	-1	
LG12	5930	8053	72	0.00678426	-0.00578704	-1	
LG12	5930	8114	72	0.016835	0.0173611	0.555556	
LG12	5930	8244	72	0.0284091	-0.0231481	-0.625	
LG12	5930	8953	72	0.0113636	-0.00925926	-1	
LG12	5930	9082	72	0.0130754	-0.0150463	-0.52	
LG12	5930	9416	72	0.00678426	-0.00578704	-1	
LG12	5930	9585	72	0.0841751	0.0347222	0.555556	
LG12	5930	9653	72	0.093437	0.0358796	0.563636	
LG12	5930	9770	72	0.016835	0.0173611	0.555556	
LG12	5930	10017	72	0.0148981	-0.0162037	-0.538462	
LG12	5930	10266	72	0.0325901	-0.0219907	-1	
LG12	5930	10336	72	0.129422	0.0393519	0.586207	
LG12	5930	10470	72	0.00350476	0.00810185	0.225806	
LG12	5930	10818	72	0.000956938	-0.00347222	-0.2	
LG12	5930	10858	72	0.00678426	-0.00578704	-1	
LG12	5930	11113	72	0.00979021	-0.00810185	-1	
LG12	5930	11238	72	0.036075	0.0173611	0.238095	
LG12	5930	11243	72	0.036075	0.0173611	0.238095	
LG12	5930	11548	72	0.342246	0.037037	0.727273	
LG12	5930	11816	72	0.010101	0.0138889	0.333333	
LG12	5930	11863	72	0.0483559	-0.0289352	-1	
LG12	5930	12095	72	0.00678426	-0.00578704	-1	
LG12	5930	12142	72	0.0181818	-0.0138889	-1	
LG12	5930	12278	72	0.00976043	0.0127315	0.478261	
LG12	5930	12279	72	0.00976043	0.0127315	0.478261	
LG12	5930	13631	72	0.034965	-0.0231481	-1	
LG12	5930	13646	72	0.034965	-0.0231481	-1	
LG12	5930	13977	72	0.030303	-0.0208333	-1	
LG12	5930	14166	72	0.00284091	0.00462963	0.0625	
LG12	5930	14228	72	0.00826446	-0.00694444	-1	
LG12	5930	15045	72	0.034965	-0.0231481	-1	
LG12	5930	15432	72	0.0374332	-0.0243056	-1	
LG12	5930	15836	72	0.00678426	-0.00578704	-1	
LG12	7384	7385	72	0.66129	0.189815	1	
LG12	7384	7658	72	0.0806452	0.0462963	1	
LG12	7384	7708	72	0.0129032	-0.0185185	-0.4	
LG12	7384	7719	72	0.0454545	0.0277778	1	
LG12	7384	8053	72	0.0373134	0.0231481	1	
LG12	7384	8114	72	0.725926	0.194444	0.933333	
LG12	7384	8244	72	0.328516	0.134259	0.90625	
LG12	7384	8953	72	0.25	-0.0740741	-1	
LG12	7384	9082	72	0.205957	0.101852	0.88	
LG12	7384	9416	72	0.149254	-0.0462963	-1	
LG12	7384	9585	72	0.115741	0.0694444	0.833333	
LG12	7384	9653	72	0.154545	0.0787037	1	
LG12	7384	9770	72	0.725926	0.194444	0.933333	
LG12	7384	10017	72	0.221154	0.106481	0.884615	
LG12	7384	10266	72	0.12711	0.0740741	0.842105	
LG12	7384	10336	72	0.12069	0.0648148	1	
LG12	7384	10470	72	0.481904	0.162037	0.853659	
LG12	7384	10818	72	0.131579	-0.0694444	-0.5	
LG12	7384	10858	72	0.149254	-0.0462963	-1	
LG12	7384	11113	72	0.0703297	-0.037037	-0.571429	
LG12	7384	11238	72	0.00793651	0.0138889	0.333333	
LG12	7384	11243	72	0.00793651	0.0138889	0.333333	
LG12	7384	11548	72	0.0294118	0.0185185	1	
LG12	7384	11816	72	0.0555556	-0.0555556	-0.333333	
LG12	7384	11863	72	0.0719149	0.0601852	0.52	
LG12	7384	12095	72	0.149254	-0.0462963	-1	
LG12	7384	12142	72	0.00625	0.0138889	0.25	
LG12	7384	12278	72	0.0443656	0.0462963	0.217391	
LG12	7384	12279	72	0.0443656	0.0462963	0.217391	
